"source","Doctype","Article.Title","Authors","Journal.Book","Year","search_string","DOI","URL","Title_cleaned"
"Google Scholar",NA,"Unscrambling self-regulatory behavior determination: The interplay of impulse strength, reflective processes, and control resources","M Friese, M Wänke, W Hofmann, J Forgas…","M Friese, M Wänke, W Hofmann, J Forgas… - Psychology of self …, 2009 - books.google.com","2009","impression management",NA,"https://books.google.com/books?hl=en&lr=&id=83qkRG-_vswC&oi=fnd&pg=PA53&dq=%22impression+management%22&ots=FKwsicxge6&sig=-3nPHC0BTHu7cMlZ4tfMCVtKhUo","unscramblingselfregulatorybehaviordeterminationtheinterplayofimpulsestrengthreflectiveprocessesandcontrolresources"
"Google Scholar",NA,"Abusive supervision and retaliation: A self-control framework","H Lian, DJ Brown, DL Ferris, LH Liang…","H Lian, DJ Brown, DL Ferris, LH Liang… - Academy of …, 2014 - journals.aom.org","2014","impression management",NA,"https://journals.aom.org/doi/abs/10.5465/amj.2011.0977","abusivesupervisionandretaliationaselfcontrolframework"
"Google Scholar",NA,"Managing perceptions of distress at work: Reframing emotion as passion","EB Wolf, JJ Lee, S Sah, AW Brooks","EB Wolf, JJ Lee, S Sah, AW Brooks - Organizational Behavior and Human …, 2016 - Elsevier","2016","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0749597816304307","managingperceptionsofdistressatworkreframingemotionaspassion"
"Google Scholar",NA,"Acts of benevolence: A limited-resource account of compliance with charitable requests","BM Fennis, L Janssen, KD Vohs","BM Fennis, L Janssen, KD Vohs - Journal of Consumer …, 2009 - academic.oup.com","2009","impression management",NA,"https://academic.oup.com/jcr/article-abstract/35/6/906/1800011","actsofbenevolencealimitedresourceaccountofcompliancewithcharitablerequests"
"Google Scholar",NA,"Is generosity sincere or strategic? Altruism versus status-seeking in prosocial behavior","R Willer, M Feinberg, FJ Flynn…","R Willer, M Feinberg, FJ Flynn… - Unpublished …, 2011 - researchgate.net","2011","impression management",NA,"https://www.researchgate.net/profile/Matthew-Feinberg-2/publication/268407221_Is_generosity_sincere_or_strategic_Altruism_versus_status-seeking_in_prosocial_behavior/links/54ff62230cf2672e224636f9/Is-generosity-sincere-or-strategic-Altruism-versus-status-seeking-in-prosocial-behavior.pdf","isgenerositysincereorstrategicaltruismversusstatusseekinginprosocialbehavior"
"Google Scholar",NA,"Technology and conflict: Group processes and collective violence in the Internet era","RK Moule, SH Decker, DC Pyrooz","RK Moule, SH Decker, DC Pyrooz - Crime, Law and Social Change, 2017 - Springer","2017","impression management",NA,"https://link.springer.com/article/10.1007/s10611-016-9661-3","technologyandconflictgroupprocessesandcollectiveviolenceintheinternetera"
"Google Scholar",NA,"School burnout and intimate partner violence: The role of self-control","AN Cooper, GS Seibert, RW May, MC Fitzgerald…","AN Cooper, GS Seibert, RW May, MC Fitzgerald… - Personality and …, 2017 - Elsevier","2017","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0191886917301265","schoolburnoutandintimatepartnerviolencetheroleofselfcontrol"
"Google Scholar",NA,"Unlocking the energy dynamics of executive functioning: Linking executive functioning to brain glycogen","MT Gailliot","MT Gailliot - Perspectives on Psychological Science, 2008 - journals.sagepub.com","2008","impression management",NA,"https://journals.sagepub.com/doi/abs/10.1111/j.1745-6924.2008.00077.x","unlockingtheenergydynamicsofexecutivefunctioninglinkingexecutivefunctioningtobrainglycogen"
"Google Scholar",NA,"The effortful and energy-demanding nature of prosocial behavior.","MT Gailliot","MT Gailliot - 2010 - psycnet.apa.org","2010","impression management",NA,"https://psycnet.apa.org/record/2009-08941-009","theeffortfulandenergydemandingnatureofprosocialbehavior"
"Google Scholar",NA,"The role of self-regulation in voice therapy","LA Vinney, LS Turkstra","LA Vinney, LS Turkstra - Journal of Voice, 2013 - Elsevier","2013","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0892199713000040","theroleofselfregulationinvoicetherapy"
"Google Scholar",NA,"Can one's temper be cooled? A role for agreeableness in moderating neuroticism's influence on anger and aggression","S Ode, MD Robinson, BM Wilkowski","S Ode, MD Robinson, BM Wilkowski - Journal of research in personality, 2008 - Elsevier","2008","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0092656607000694","canonestemperbecooledaroleforagreeablenessinmoderatingneuroticismsinfluenceonangerandaggression"
"Google Scholar",NA,"Out of control: A self-control perspective on the link between surface acting and abusive supervision.","KC Yam, R Fehr, FT Keng","KC Yam, R Fehr, FT Keng-Highberger… - Journal of Applied …, 2016 - psycnet.apa.org","2016","impression management",NA,"https://psycnet.apa.org/journals/apl/101/2/292.html?uid=2015-33098-001","outofcontrolaselfcontrolperspectiveonthelinkbetweensurfaceactingandabusivesupervision"
"Google Scholar",NA,"The strength model of self-control","RF Baumeister, KD Vohs…","RF Baumeister, KD Vohs… - Current directions in …, 2007 - journals.sagepub.com","2007","impression management",NA,"https://journals.sagepub.com/doi/abs/10.1111/j.1467-8721.2007.00534.x","thestrengthmodelofselfcontrol"
"Google Scholar",NA,"Self-control and Self-consciousness: Regulation or Acceleration of Self-discrepancy Distress?","M Mestvirishvili, N Mestvirishvili","M Mestvirishvili, N Mestvirishvili - Polish Psychological Bulletin, 2021 - cejsh.icm.edu.pl","2021","impression management",NA,"http://cejsh.icm.edu.pl/cejsh/element/bwmeta1.element.oai-journals-pan-pl-120161/c/oai-journals-pan-pl-120161_full-text_2021-01-PPB-02-Mestvirishvili.pdf-3","selfcontrolandselfconsciousnessregulationoraccelerationofselfdiscrepancydistress"
"Google Scholar",NA,"Having Used Self-Control Reduces Emotion Regulation—Emotion Regulation as Relying on Interchangeably Used “Self-Control Energy”","MT Gailliot, A Zell, RF Baumeister","MT Gailliot, A Zell, RF Baumeister - Open Access Library Journal, 2014 - scirp.org","2014","impression management",NA,"https://www.scirp.org/pdf/oalibj_2016032313410188.pdf","havingusedselfcontrolreducesemotionregulationemotionregulationasrelyingoninterchangeablyusedselfcontrolenergy"
"Google Scholar",NA,"Self‐regulation and personality: How interventions increase regulatory success, and how depletion moderates the effects of traits on behavior","RF Baumeister, M Gailliot, CN DeWall…","RF Baumeister, M Gailliot, CN DeWall… - Journal of …, 2006 - Wiley Online Library","2006","impression management",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6494.2006.00428.x","selfregulationandpersonalityhowinterventionsincreaseregulatorysuccessandhowdepletionmoderatestheeffectsoftraitsonbehavior"
"Google Scholar",NA,"Passionate thinkers feel better","A Bertrams, O Dickhäuser","A Bertrams, O Dickhäuser - Journal of Individual Differences, 2012 - econtent.hogrefe.com","2012","impression management",NA,"https://econtent.hogrefe.com/doi/full/10.1027/1614-0001/a000081","passionatethinkersfeelbetter"
"Google Scholar",NA,"Telepressure and college student employment: The costs of staying connected across social contexts","LK Barber, AM Santuzzi","LK Barber, AM Santuzzi - Stress and Health, 2017 - Wiley Online Library","2017","impression management",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1002/smi.2668","telepressureandcollegestudentemploymentthecostsofstayingconnectedacrosssocialcontexts"
"Google Scholar",NA,"The role of self-regulation in derogating attractive alternatives","SM Ritter, JC Karremans, HT van Schie","SM Ritter, JC Karremans, HT van Schie - Journal of Experimental Social …, 2010 - Elsevier","2010","impression management",NA,"https://www.sciencedirect.com/science/article/pii/S0022103110000375","theroleofselfregulationinderogatingattractivealternatives"
"Google Scholar",NA,"Self-regulation: How and why people reach (and fail to reach) their goals","KD Vohs, BJ Schmeichel","KD Vohs, BJ Schmeichel - The self, 2007 - books.google.com","2007","impression management",NA,"https://books.google.com/books?hl=en&lr=&id=oRVuj0QZlecC&oi=fnd&pg=PA139&dq=%22impression+management%22&ots=8T--BHXPXV&sig=oQ2IEN0SuDPEf8PrSjhl6_rY00g","selfregulationhowandwhypeoplereachandfailtoreachtheirgoals"
"Google Scholar",NA,"Can agreeableness turn gray skies blue? A role for agreeableness in moderating neuroticism-linked dysphoria","S Ode, MD Robinson","S Ode, MD Robinson - Journal of Social and Clinical Psychology, 2009 - Guilford Press","2009","impression management",NA,"https://guilfordjournals.com/doi/abs/10.1521/jscp.2009.28.4.436","canagreeablenessturngrayskiesbluearoleforagreeablenessinmoderatingneuroticismlinkeddysphoria"
"Google Scholar",NA,"Self-enhancement: Food for thought","C Sedikides, AP Gregg","C Sedikides, AP Gregg - Perspectives on Psychological …, 2008 - journals.sagepub.com","2008","impression management",NA,"https://journals.sagepub.com/doi/abs/10.1111/j.1745-6916.2008.00068.x","selfenhancementfoodforthought"
"Google Scholar",NA,"Examining the relationships between sub-clinical psychopathic traits with shame, guilt and externalisation response tendencies to everyday transgressions","CE Prado, MS Treeby, SF Crowe","CE Prado, MS Treeby, SF Crowe - The Journal of Forensic …, 2016 - Taylor & Francis","2016","impression management",NA,"https://www.tandfonline.com/doi/abs/10.1080/14789949.2016.1167933","examiningtherelationshipsbetweensubclinicalpsychopathictraitswithshameguiltandexternalisationresponsetendenciestoeverydaytransgressions"
"Google Scholar",NA,"Self-regulation and close relationships.","RF Baurneister, TF Stillman","RF Baurneister, TF Stillman - 2008 - psycnet.apa.org","2008","impression management",NA,"https://psycnet.apa.org/record/2007-02441-007","selfregulationandcloserelationships"
"Google Scholar",NA,"Desire to be ethical or ability to self‐control: Which is more crucial for ethical behavior?","T Rua, L Lawter, J Andreassi","T Rua, L Lawter, J Andreassi - Business Ethics: A European …, 2017 - Wiley Online Library","2017","impression management",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/beer.12145","desiretobeethicalorabilitytoselfcontrolwhichismorecrucialforethicalbehavior"
"Google Scholar",NA,"Profiles of problematic smartphone users: A comparison of South Korean and US college students","E Panek, H Khang, Y Liu, YG Chae","E Panek, H Khang, Y Liu, YG Chae - Korea Observer, 2018 - elliotpanek.com","2018","impression management",NA,"http://www.elliotpanek.com/s/Korea-Observer-49-3_03_Elliot-Panek.pdf","profilesofproblematicsmartphoneusersacomparisonofsouthkoreananduscollegestudents"
"Google Scholar",NA,"Low trait self‐control predicts self‐handicapping","A Uysal, CR Knee","A Uysal, CR Knee - Journal of Personality, 2012 - Wiley Online Library","2012","impression management",NA,"https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-6494.2011.00715.x","lowtraitselfcontrolpredictsselfhandicapping"
"Google Scholar",NA,"The good target of personality judgments","M Mignault, LJ Human","M Mignault, LJ Human - The handbook of accurate personality …, 2019 - books.google.com","2019","impression management",NA,"https://books.google.com/books?hl=en&lr=&id=vv4hEAAAQBAJ&oi=fnd&pg=PT164&dq=%22impression+management%22&ots=E8T0dtLq_d&sig=I2BnUuWdJcIY8dLUk2DEWcmoYRw","thegoodtargetofpersonalityjudgments"
"Google Scholar",NA,"The development and validation of a measure of character: The CIVIC","V Ng, L Tay, L Kuykendall","V Ng, L Tay, L Kuykendall - The Journal of Positive Psychology, 2018 - Taylor & Francis","2018","impression management",NA,"https://www.tandfonline.com/doi/abs/10.1080/17439760.2017.1291850","thedevelopmentandvalidationofameasureofcharacterthecivic"
"Google Scholar",NA,"The good and bad of being fair: Effects of procedural and interpersonal justice behaviors on regulatory resources.","RE Johnson, K Lanaj, CM Barnes","RE Johnson, K Lanaj, CM Barnes - Journal of Applied Psychology, 2014 - psycnet.apa.org","2014","impression management",NA,"https://psycnet.apa.org/record/2014-02035-001","thegoodandbadofbeingfaireffectsofproceduralandinterpersonaljusticebehaviorsonregulatoryresources"
"Google Scholar",NA,"The tenuous relationship between salary and satisfaction","L Young, M Milner, D Edmunds, G Pentsil…","L Young, M Milner, D Edmunds, G Pentsil… - Journal of Behavioral …, 2014 - Citeseer","2014","impression management",NA,"http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1086.8391&rep=rep1&type=pdf","thetenuousrelationshipbetweensalaryandsatisfaction"
"Google Scholar",NA,"Cooking up a recipe for self-control: The three ingredients of self-control and its impact on impulse buying","JA Roberts, C Manolis","JA Roberts, C Manolis - Journal of Marketing Theory and Practice, 2012 - Taylor & Francis","2012","impression management",NA,"https://www.tandfonline.com/doi/abs/10.2753/MTP1069-6679200204","cookinguparecipeforselfcontrolthethreeingredientsofselfcontrolanditsimpactonimpulsebuying"
"Google Scholar",NA,"The role of social effectiveness in leadership: A critical review and lessons for sport management","M Magnusen, PL Perrewé","M Magnusen, PL Perrewé - Sport Management …, 2016 - journals.humankinetics.com","2016","impression management",NA,"https://journals.humankinetics.com/view/journals/smej/10/1/article-p64.xml","theroleofsocialeffectivenessinleadershipacriticalreviewandlessonsforsportmanagement"
"Google Scholar",NA,"You are what you eat: How and when workplace healthy eating cultivates coworker perceptions and behaviors.","T Watkins, AS Patel, GE Antoine","T Watkins, AS Patel, GE Antoine - Journal of Applied Psychology, 2021 - psycnet.apa.org","2021","impression management",NA,"https://psycnet.apa.org/record/2021-92363-001","youarewhatyoueathowandwhenworkplacehealthyeatingcultivatescoworkerperceptionsandbehaviors"
