Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Publisher,PubMed ID,Document Type,Publication Stage,Open Access,Source,EID
"Luchies L.B., Finkel E.J., Fitzsimons G.M.","36099476600;7005246359;7004227390;","The effects of self-regulatory strength, content, and strategies on close relationships",2011,"Journal of Personality","79","6",,"1251","1280",,27,"10.1111/j.1467-6494.2010.00701.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-81355148520&doi=10.1111%2fj.1467-6494.2010.00701.x&partnerID=40&md5=30d7a910f74726fc65704eb188c45765","Blackwell Publishing Ltd","21480907",Review,"Final","All Open Access, Green",Scopus,2-s2.0-81355148520
"Smith T.W., Cribbet M.R., Nealey-Moore J.B., Uchino B.N., Williams P.G., MacKenzie J., Thayer J.F.","57203521374;26665919400;6507451952;7004153386;35486105800;56646785900;7102314224;","Matters of the Variable Heart: Respiratory Sinus Arrhythmia Response to Marital Interaction and Associations With Marital Quality",2011,"Journal of Personality and Social Psychology","100","1",,"103","119",,126,"10.1037/a0021136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751495801&doi=10.1037%2fa0021136&partnerID=40&md5=ccced0cbaaf59e2c4fdb3b71a79c4d98",,"20954783",Article,"Final","",Scopus,2-s2.0-78751495801
"DeBono A., Shmueli D., Muraven M.","36696006800;14039345800;6602546104;","Rude and inappropriate: The role of self-control in following social norms",2011,"Personality and Social Psychology Bulletin","37","1",,"136","146",,49,"10.1177/0146167210391478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650445814&doi=10.1177%2f0146167210391478&partnerID=40&md5=43be2543c56a1bb5b90cd70fd5378264",,"21177879",Article,"Final","",Scopus,2-s2.0-78650445814
"Gotlib T., Converse P.","36489264000;23491727300;","Dishonest Behavior: The Impact of Prior Self-Regulatory Exertion and Personality",2010,"Journal of Applied Social Psychology","40","12",,"3169","3191",,5,"10.1111/j.1559-1816.2010.00696.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650213249&doi=10.1111%2fj.1559-1816.2010.00696.x&partnerID=40&md5=3f21ab1368eb965c180481a1ec0c6404",,,Article,"Final","",Scopus,2-s2.0-78650213249
"Gailliot M.T., Hildebrandt B., Eckel L.A., Baumeister R.F.","11839125500;55670476200;7007070975;7102470609;","A theory of limited metabolic energy and premenstrual syndrome symptoms: Increased metabolic demands during the luteal phase divert metabolic resources from and impair self-control",2010,"Review of General Psychology","14","3",,"269","282",,13,"10.1037/a0018525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956507981&doi=10.1037%2fa0018525&partnerID=40&md5=a127679681812aa337281dd3b18d40ab",,,Article,"Final","",Scopus,2-s2.0-77956507981
"Schmidt K.-H., Neubach B.","7403915771;7801350514;","Self-control demands - Questionnaire for measuring a so far neglected job stressor [Selbstkontrollanforderungen bei der arbeit]",2010,"Diagnostica","56","3",,"133","143",,18,"10.1026/0012-1924/a000015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954494811&doi=10.1026%2f0012-1924%2fa000015&partnerID=40&md5=50e4e1449a3b1ab81f3abdad88961b4d",,,Article,"Final","",Scopus,2-s2.0-77954494811
"Hagger M.S., Wood C., Stiff C., Chatzisarantis N.L.D.","6602134841;56392100100;16070708800;6602156578;","Ego Depletion and the Strength Model of Self-Control: A Meta-Analysis",2010,"Psychological Bulletin","136","4",,"495","525",,1293,"10.1037/a0019486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954162124&doi=10.1037%2fa0019486&partnerID=40&md5=85ee32eb0dcf1e3357c5186dc6b8480e",,"20565167",Article,"Final","",Scopus,2-s2.0-77954162124
"Ritter S.M., Karremans J.C., van Schie H.T.","35238171700;6506884766;55935020100;","The role of self-regulation in derogating attractive alternatives",2010,"Journal of Experimental Social Psychology","46","4",,"631","637",,70,"10.1016/j.jesp.2010.02.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951585058&doi=10.1016%2fj.jesp.2010.02.010&partnerID=40&md5=38896030d7235023e85b34efd976f7d9",,,Article,"Final","",Scopus,2-s2.0-77951585058
"Stok F.M., De Ridder D.T.D., Adriaanse M.A., De Wit J.B.F.","35747499200;55230438400;25929090500;24544594300;","Looking cool or attaining self-rule. Different motives for autonomy and their effects on unhealthy snack purchase",2010,"Appetite","54","3",,"607","610",,21,"10.1016/j.appet.2010.02.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953616735&doi=10.1016%2fj.appet.2010.02.017&partnerID=40&md5=5d97875bd819fa143c2c140277ddc18e",,"20211669",Article,"Final","",Scopus,2-s2.0-77953616735
"Mead N.L., Alquist J.L., Baumeister R.F.","15070676300;30867492000;7102470609;","Ego Depletion and the Limited Resource Model of Self-Control",2010,"Self Control in Society, Mind, and Brain",,,,"","",,13,"10.1093/acprof:oso/9780195391381.003.0020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921259678&doi=10.1093%2facprof%3aoso%2f9780195391381.003.0020&partnerID=40&md5=70afe190e0dbeb0b6a84f53f6df51ce0","Oxford University Press",,Book Chapter,"Final","",Scopus,2-s2.0-84921259678
"Uziel L.","16305445700;","Rethinking social desirability scales: From impression management to interpersonally oriented self-control",2010,"Perspectives on Psychological Science","5","3",,"243","262",,193,"10.1177/1745691610369465","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649309447&doi=10.1177%2f1745691610369465&partnerID=40&md5=dd5d9beebf4eb20c0c1e8af7dd1361c4",,,Review,"Final","All Open Access, Green",Scopus,2-s2.0-78649309447
"Ferrari J.R., Stevens E.B., Jason L.A.","7102399864;26325133500;16740022800;","An exploratory analysis of changes in self-regulation and social support among men and women in recovery",2010,"Journal of Groups in Addiction and Recovery","5","2",,"145","154",,4,"10.1080/15560351003766133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952255369&doi=10.1080%2f15560351003766133&partnerID=40&md5=168d416ffd53fcda3543195bd0caafb9",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-77952255369
"Rabinovich A., Morton T., Postmes T.","18038018500;12783518800;7004297334;","Time perspective and attitude-behaviour consistency in future-oriented behaviours",2010,"British Journal of Social Psychology","49","1",,"69","89",,56,"10.1348/014466608X401875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952756380&doi=10.1348%2f014466608X401875&partnerID=40&md5=ce8cc9b769232d59d0b4c55a8211feef",,"19224678",Article,"Final","",Scopus,2-s2.0-77952756380
"Hagger M.S., Wood C.W., Stiff C., Chatzisarantis N.L.D.","6602134841;56392100100;16070708800;6602156578;","Self-regulation and self-control in exercise: The strength-energy model",2010,"International Review of Sport and Exercise Psychology","3","1",,"62","86",,101,"10.1080/17509840903322815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649202157&doi=10.1080%2f17509840903322815&partnerID=40&md5=b3dffe8f07eb74a2def99901ad7ac5d6",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-77649202157
"vanDellen M.R., Hoyle R.H.","35293689700;7005178941;","Regulatory accessibility and social influences on state self-control",2010,"Personality and Social Psychology Bulletin","36","2",,"251","263",,29,"10.1177/0146167209356302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75249085093&doi=10.1177%2f0146167209356302&partnerID=40&md5=26b77e71039749f9e08fb20696071ac7",,"20008967",Article,"Final","All Open Access, Green",Scopus,2-s2.0-75249085093
"Dewall C.N., Baumeister R.F., Schurtz D.R., Gailliot M.T.","6507380747;7102470609;26424763000;11839125500;","Acting on Limited Resources: The Interactive Effects of Self-Regulatory Depletion and Individual Differences",2010,"Handbook of Personality and Self-Regulation",,,,"243","262",,11,"10.1002/9781444318111.ch11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053187289&doi=10.1002%2f9781444318111.ch11&partnerID=40&md5=d702482e6e9ff2048b044bbb89392ad5","Wiley-Blackwell",,Book Chapter,"Final","",Scopus,2-s2.0-80053187289
"Stumm S., Thomas E., Dormann C.","36606932500;55457069400;7004258457;","Self-regulatory strength and performance: Dual predictor in cooperative university education [Selbstregulationsstärke und Leistung Dualer Prädiktor im dualen Hochschulstudium]",2010,"Zeitschrift fur Arbeits- und Organisationspsychologie","54","4",,"171","181",,5,"10.1026/0932-4089/a000029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049342066&doi=10.1026%2f0932-4089%2fa000029&partnerID=40&md5=c2ae092115e47ef91c92bbedba6b329e","Hogrefe Verlag GmbH & Co. KG",,Article,"Final","",Scopus,2-s2.0-78049342066
"Kashdan T.B., Rottenberg J.","6602002113;8598716700;","Psychological flexibility as a fundamental aspect of health",2010,"Clinical Psychology Review","30","4",,"865","878",,1112,"10.1016/j.cpr.2010.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957796467&doi=10.1016%2fj.cpr.2010.03.001&partnerID=40&md5=b77126a98e3b56e8ff32dbee83574a99","Elsevier Inc.","21151705",Review,"Final","All Open Access, Green",Scopus,2-s2.0-77957796467
"Vitell S.J., Bing M.N., Davison H.K., Ammeter A.P., Garner B.L., Novicevic M.M.","6701348797;6603734143;7004032021;6508253077;56037539700;6701488655;","Religiosity and moral identity: The mediating role of self-control",2009,"Journal of Business Ethics","88","4",,"601","613",,103,"10.1007/s10551-008-9980-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959593556&doi=10.1007%2fs10551-008-9980-0&partnerID=40&md5=80978a170bda6704c2dc62ec1915cda6",,,Article,"Final","",Scopus,2-s2.0-79959593556
"Baumeister R.F., Alquist J.L.","7102470609;30867492000;","Is there a downside to good self-control?",2009,"Self and Identity","8","2-3",,"115","130",,95,"10.1080/15298860802501474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68249143046&doi=10.1080%2f15298860802501474&partnerID=40&md5=6ee40e4e605c3707f9e81429883c59a7",,,Article,"Final","",Scopus,2-s2.0-68249143046
"Dvorak R.D., Simons J.S.","22953218400;7202348653;","Moderation of resource depletion in the self-control strength model: Differing effects of two modes of self-control",2009,"Personality and Social Psychology Bulletin","35","5",,"572","583",,81,"10.1177/0146167208330855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65449118813&doi=10.1177%2f0146167208330855&partnerID=40&md5=a955cf021e448405d62f6b6a4b2a7d6d",,"19193603",Article,"Final","",Scopus,2-s2.0-65449118813
"Schmeichel B.J., Vohs K.D.","6506692179;7004605055;","Self-Affirmation and Self-Control: Affirming Core Values Counteracts Ego Depletion",2009,"Journal of Personality and Social Psychology","96","4",,"770","782",,381,"10.1037/a0014635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349126333&doi=10.1037%2fa0014635&partnerID=40&md5=926565ff2c0fc62666ba749ce29b9417",,"19309201",Article,"Final","",Scopus,2-s2.0-65349126333
"Fennis B.M., Janssen L., Vohs K.D.","6507982433;24554138800;7004605055;","Acts of benevolence: A limited-resource account of Compliance with charitable requests",2009,"Journal of Consumer Research","35","6",,"906","924",,112,"10.1086/593291","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67649227430&doi=10.1086%2f593291&partnerID=40&md5=8f2fb5053f33e2ee49f46eb36b2a5f74","University of Chicago Press",,Article,"Final","All Open Access, Green",Scopus,2-s2.0-67649227430
"Ferrari J.R., Stevens E.B., Jason L.A.","7102399864;26325133500;16740022800;","The role of self-regulation in abstinence maintenance: Effects of communal living on self-regulation",2009,"Journal of Groups in Addiction and Recovery","4","1-2",,"32","41",,34,"10.1080/15560350802712371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62349128324&doi=10.1080%2f15560350802712371&partnerID=40&md5=cd973d336e4bd444c41d233507b9eb80",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-62349128324
"McCullough M.E., Willoughby B.L.B.","7101948673;9846706900;","Religion, Self-Regulation, and Self-Control: Associations, Explanations, and Implications",2009,"Psychological Bulletin","135","1",,"69","93",,624,"10.1037/a0014213","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58249088752&doi=10.1037%2fa0014213&partnerID=40&md5=76aba65c86cd301a1cb1805ac9a616af",,"19210054",Article,"Final","",Scopus,2-s2.0-58249088752
"Friese M., Hofmann W., Wänke M.","12143724600;55612718000;23398914200;","The impulsive consumer: Predicting consumer behavior with implicit reaction time measures",2008,"Social Psychology of Consumer Behavior",,,,"335","364",,16,"10.4324/9781441605283","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867167221&doi=10.4324%2f9781441605283&partnerID=40&md5=772cb6289f25ecf0a41d0780c0f15717","Psychology Press",,Book Chapter,"Final","",Scopus,2-s2.0-84867167221
"DeWall C.N., Baumeister R.F., Vohs K.D.","6507380747;7102470609;7004605055;","Satiated With Belongingness? Effects of Acceptance, Rejection, and Task Framing on Self-Regulatory Performance",2008,"Journal of Personality and Social Psychology","95","6",,"1367","1382",,145,"10.1037/a0012632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57949114332&doi=10.1037%2fa0012632&partnerID=40&md5=61ea7c2df669cf806cd7c1c6e34ebe5a",,"19025289",Article,"Final","All Open Access, Green",Scopus,2-s2.0-57949114332
"Burkley E.","14521983000;","The role of self-control in resistance to persuasion",2008,"Personality and Social Psychology Bulletin","34","3",,"419","431",,69,"10.1177/0146167207310458","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949177552&doi=10.1177%2f0146167207310458&partnerID=40&md5=a03e29c039c0b517e771a48b2728e2c5",,"18272808",Article,"Final","",Scopus,2-s2.0-38949177552
"Muraven M.","6602546104;","Prejudice as self-control failure",2008,"Journal of Applied Social Psychology","38","2",,"314","333",,40,"10.1111/j.1559-1816.2007.00307.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349165610&doi=10.1111%2fj.1559-1816.2007.00307.x&partnerID=40&md5=2a3d9402706734e734e5d2f1c02f3e07",,,Article,"Final","",Scopus,2-s2.0-38349165610
"Gailliot M.T.","11839125500;","Unlocking the Energy Dynamics of Executive Functioning: Linking Executive Functioning to Brain Glycogen",2008,"Perspectives on Psychological Science","3","4",,"245","263",,64,"10.1111/j.1745-6924.2008.00077.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993812256&doi=10.1111%2fj.1745-6924.2008.00077.x&partnerID=40&md5=6ed6af74e0da72a508c81c6fbb39306f",,,Article,"Final","",Scopus,2-s2.0-84993812256
"Sedikides C., Gregg A.P.","7003355759;7005734740;","Self-Enhancement: Food for Thought",2008,"Perspectives on Psychological Science","3","2",,"102","116",,449,"10.1111/j.1745-6916.2008.00068.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993767922&doi=10.1111%2fj.1745-6916.2008.00068.x&partnerID=40&md5=bff7919a9225bf3543fcbf59470ce227",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-84993767922
"Friese M., Hofmann W., Schmitt M.","12143724600;55612718000;55708809600;","When and why do implicit measures predict behaviour? Empirical evidence for the moderating role of opportunity, motivation, and process reliance",2008,"European Review of Social Psychology","19","1",,"285","338",,177,"10.1080/10463280802556958","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930731520&doi=10.1080%2f10463280802556958&partnerID=40&md5=d3ab98b282136175cea09a031568a152","Taylor and Francis Inc.",,Article,"Final","",Scopus,2-s2.0-84930731520
"Baumeister R.F., Vohs K.D., Tice D.M.","7102470609;7004605055;7006466844;","The strength model of self-control",2007,"Current Directions in Psychological Science","16","6",,"351","355",,1695,"10.1111/j.1467-8721.2007.00534.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36348998050&doi=10.1111%2fj.1467-8721.2007.00534.x&partnerID=40&md5=b567c4ddda557daff7c16e77d4649a9e",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-36348998050
"Gailliot M.T., Baumeister R.F.","11839125500;7102470609;","The physiology of willpower: Linking blood glucose to self-control",2007,"Personality and Social Psychology Review","11","4",,"303","327",,388,"10.1177/1088868307303030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40249094776&doi=10.1177%2f1088868307303030&partnerID=40&md5=7d2a943503b313f5ccb0be4d168b2458",,"18453466",Article,"Final","All Open Access, Green",Scopus,2-s2.0-40249094776
"Magen E., Gross J.J.","16316755100;7402751884;","Harnessing the need for immediate gratification: Cognitive reconstrual modulates the reward value of temptations",2007,"Emotion","7","2",,"415","428",,53,"10.1037/1528-3542.7.2.415","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249085535&doi=10.1037%2f1528-3542.7.2.415&partnerID=40&md5=bb4447f041d528c8b254077769ddd252",,"17516818",Article,"Final","",Scopus,2-s2.0-34249085535
"Gailliot M.T., Baumeister R.F., Dewall C.N., Maner J.K., Plant E.A., Tice D.M., Brewer L.E., Schmeichel B.J.","11839125500;7102470609;6507380747;6602626645;6603906034;7006466844;15841474500;6506692179;","Self-control relies on glucose as a limited energy source: Willpower is more than a metaphor",2007,"Journal of Personality and Social Psychology","92","2",,"325","336",,765,"10.1037/0022-3514.92.2.325","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846894336&doi=10.1037%2f0022-3514.92.2.325&partnerID=40&md5=34bb20bfeeca6c3dad05a7ea91c29059",,"17279852",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33846894336
"Li A., Bagger J.","36985142700;23487873900;","The Balanced Inventory of Desirable Responding (BIDR): A reliability generalization study",2007,"Educational and Psychological Measurement","67","3",,"525","544",,60,"10.1177/0013164406292087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248188163&doi=10.1177%2f0013164406292087&partnerID=40&md5=e428c8b85f847aba7926ee3081e9119b","SAGE Publications Inc.",,Article,"Final","",Scopus,2-s2.0-34248188163
"Robinson M.D.","7404467028;","Gassing, braking, and self-regulating: Error self-regulation, well-being, and goal-related processes",2007,"Journal of Experimental Social Psychology","43","1",,"1","16",,26,"10.1016/j.jesp.2005.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751009371&doi=10.1016%2fj.jesp.2005.11.009&partnerID=40&md5=7765e38542e950812660ea46e3e5466c",,,Article,"Final","",Scopus,2-s2.0-33751009371
"Vazire S., Funder D.C.","6602573237;7004664549;","Impulsivity and the self-defeating behavior of narcissists",2006,"Personality and Social Psychology Review","10","2",,"154","165",,260,"10.1207/s15327957pspr1002_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646779531&doi=10.1207%2fs15327957pspr1002_4&partnerID=40&md5=1efd571ebb4753dc33e8ef3a3f4a91a7",,"16768652",Article,"Final","All Open Access, Green",Scopus,2-s2.0-33646779531
"Baumeister R.F., Gailliot M., DeWall C.N., Oaten M.","7102470609;11839125500;6507380747;8343256100;","Self-regulation and personality: How interventions increase regulatory success, and how depletion moderates the effects of traits on behavior",2006,"Journal of Personality","74","6",,"1773","1802",,527,"10.1111/j.1467-6494.2006.00428.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750682618&doi=10.1111%2fj.1467-6494.2006.00428.x&partnerID=40&md5=979d939b9481173392757767cc32b1c9","Blackwell Publishing Ltd",,Article,"Final","All Open Access, Green",Scopus,2-s2.0-33750682618
"Frijns T., Finkenauer C., Vermulst A.A., Engels R.C.M.E.","23008411900;6603831008;6602619846;7005498278;","Keeping secrets from parents: Longitudinal associations of secrecy in adolescence",2005,"Journal of Youth and Adolescence","34","2",,"137","148",,94,"10.1007/s10964-005-3212-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-17644370403&doi=10.1007%2fs10964-005-3212-z&partnerID=40&md5=d872d850f705262f42a74024a7389a0a",,,Article,"Final","All Open Access, Green",Scopus,2-s2.0-17644370403
